index,count,mean,std,min,25%,50%,75%,max
MOL:230_FI_TOT_AGUA_PEB_MOL11,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:230_FI_TOT_AGUA_PEB_MOL12,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:230_FRES_ACUM_WR,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
MOL:230_HCBBA13,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_HCBBA14,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_HCBBA15,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML01_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML02_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML03_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML04_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML05_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML06_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML07_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML08_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML09_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML10_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML11_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_ML12_EF,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:230_RFIC_66A,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66B,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66C,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66D,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66E,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66F,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66G,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66J,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66K,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66L,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66M,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:230_RFIC_66N,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:310_FIT_CAL105,1.0,2.15,,2.15,2.15,2.15,2.15,2.15
MOL:AI62A,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AI62B,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:AI62C,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AI62D,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AI62E,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AI62F,1.0,0.09,,0.09,0.09,0.09,0.09,0.09
MOL:AI62G,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AI62J,1.0,0.15,,0.15,0.15,0.15,0.15,0.15
MOL:AI62K,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AI62L,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AI62M,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AI62N,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIC62A,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62B,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:AIC62C,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIC62D,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIC62E,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62F,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62G,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62J,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62K,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62L,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62M,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIC62N,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIT62A,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIT62A_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62A_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62A_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62A_MINERAL,1.0,63.69,,63.69,63.69,63.69,63.69,63.69
MOL:AIT62B,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:AIT62B_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62B_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62B_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62B_MINERAL,1.0,47.4,,47.4,47.4,47.4,47.4,47.4
MOL:AIT62C,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62C_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62C_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62C_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62C_MINERAL,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62D,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62D_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62D_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62D_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62D_MINERAL,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62E,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62E_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62E_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62E_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62E_MINERAL,1.0,46.99,,46.99,46.99,46.99,46.99,46.99
MOL:AIT62F,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AIT62F_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62F_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62F_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62F_MINERAL,1.0,17.57,,17.57,17.57,17.57,17.57,17.57
MOL:AIT62G,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62G_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62G_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62G_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62G_MINERAL,1.0,16.97,,16.97,16.97,16.97,16.97,16.97
MOL:AIT62J,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62J_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62J_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62J_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62J_MINERAL,1.0,6.44,,6.44,6.44,6.44,6.44,6.44
MOL:AIT62K,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62k_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62K_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62k_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62K_mineral,1.0,11.46,,11.46,11.46,11.46,11.46,11.46
MOL:AIT62L,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62l_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62L_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62l_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62L_mineral,1.0,11.75,,11.75,11.75,11.75,11.75,11.75
MOL:AIT62M,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62m_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62M_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62m_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62M_mineral,1.0,6.74,,6.74,6.74,6.74,6.74,6.74
MOL:AIT62N,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62n_+325,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62N_ESC,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62n_ESC_F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:AIT62N_mineral,1.0,9.87,,9.87,9.87,9.87,9.87,9.87
MOL:AITC62G,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:AITPREE,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CIRCU_AX,1.0,0.18,,0.18,0.18,0.18,0.18,0.18
MOL:CIRCU_BX,1.0,32.37,,32.37,32.37,32.37,32.37,32.37
MOL:CIRCU_CX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:CIRCU_DX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CIRCU_EX,1.0,0.3,,0.3,0.3,0.3,0.3,0.3
MOL:CIRCU_FX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:CIRCU_GX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:CIRCU_JX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:CIRCU_KX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:CIRCU_LX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:CIRCU_MX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:CIRCU_NX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:COLE_AX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_BX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_CX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_DX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_EX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_FX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_GX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_JX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_KX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_LX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_MX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COLE_NX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P01X,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:COL_P02X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P03X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P04X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P05X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P06X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P07X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P08X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P09X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P10X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P11X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:COL_P12X,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CONESP01,1.0,8.11,,8.11,8.11,8.11,8.11,8.11
MOL:CONESP02,1.0,4.71,,4.71,4.71,4.71,4.71,4.71
MOL:CONESP03,1.0,8.59,,8.59,8.59,8.59,8.59,8.59
MOL:CONESP04,1.0,3.28,,3.28,3.28,3.28,3.28,3.28
MOL:CONESP05,1.0,49.22,,49.22,49.22,49.22,49.22,49.22
MOL:CONESP06,1.0,19.72,,19.72,19.72,19.72,19.72,19.72
MOL:CONESP07,1.0,18.17,,18.17,18.17,18.17,18.17,18.17
MOL:CONESP08,1.0,7.01,,7.01,7.01,7.01,7.01,7.01
MOL:CONESP09,1.0,13.63,,13.63,13.63,13.63,13.63,13.63
MOL:CONESP10,1.0,12.11,,12.11,12.11,12.11,12.11,12.11
MOL:CONESP11,1.0,7.73,,7.73,7.73,7.73,7.73,7.73
MOL:CONESP12,1.0,64.74,,64.74,64.74,64.74,64.74,64.74
MOL:CT71_GX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:CTCOL_AX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:CTCOL_BX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:CTCOL_CX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:CTCOL_DX,1.0,0.18,,0.18,0.18,0.18,0.18,0.18
MOL:CTCOL_EX,1.0,0.09,,0.09,0.09,0.09,0.09,0.09
MOL:CTCOL_FX,1.0,2.24,,2.24,2.24,2.24,2.24,2.24
MOL:CTCOL_GX,1.0,0.75,,0.75,0.75,0.75,0.75,0.75
MOL:CTCOL_JX,1.0,3.73,,3.73,3.73,3.73,3.73,3.73
MOL:CTCOL_KX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:CTCOL_LX,1.0,0.6,,0.6,0.6,0.6,0.6,0.6
MOL:CTCOL_MX,1.0,9.49,,9.49,9.49,9.49,9.49,9.49
MOL:CTCOL_NX,1.0,7.37,,7.37,7.37,7.37,7.37,7.37
MOL:CTLEXP05.VAL_ACUM(1),1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTLEXP05.VAL_ACUM(10),1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTLEXP05.VAL_ACUM(11),1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTLEXP05.VAL_ACUM(12),1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTLEXP05.VAL_ACUM(15),1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTLEXP05.VAL_ACUM(4),1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTLEXP05.VAL_ACUM(7),1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL001,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL002,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL003,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL004,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL005,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL006,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL007,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL008,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL009,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL010,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL011,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:CTMOL012,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:dalim_ax,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_bx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_cx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_dx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_ex,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_fx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_gx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_jx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_kx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_lx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_mx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
mol:dalim_nx,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DI69FR,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIC69A,1.0,0.21,,0.21,0.21,0.21,0.21,0.21
MOL:DIC69AX,1.0,87.89,,87.89,87.89,87.89,87.89,87.89
MOL:DIC69B,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIC69BX,1.0,84.9,,84.9,84.9,84.9,84.9,84.9
MOL:DIC69C,1.0,0.54,,0.54,0.54,0.54,0.54,0.54
MOL:DIC69CX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIC69D,1.0,16.53,,16.53,16.53,16.53,16.53,16.53
MOL:DIC69DX,1.0,58.62,,58.62,58.62,58.62,58.62,58.62
MOL:DIC69E,1.0,16.97,,16.97,16.97,16.97,16.97,16.97
MOL:DIC69EX,1.0,58.08,,58.08,58.08,58.08,58.08,58.08
MOL:DIC69F,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIC69FX,1.0,18.32,,18.32,18.32,18.32,18.32,18.32
MOL:DIC69G,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIC69GX,1.0,30.55,,30.55,30.55,30.55,30.55,30.55
MOL:DIC69J,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIC69JX,1.0,24.31,,24.31,24.31,24.31,24.31,24.31
MOL:DIC69K,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIC69KX,1.0,66.2,,66.2,66.2,66.2,66.2,66.2
MOL:DIC69L,1.0,7.7,,7.7,7.7,7.7,7.7,7.7
MOL:DIC69LX,1.0,66.05,,66.05,66.05,66.05,66.05,66.05
MOL:DIC69M,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIC69MX,1.0,67.48,,67.48,67.48,67.48,67.48,67.48
MOL:DIC69N,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIC69NX,1.0,14.08,,14.08,14.08,14.08,14.08,14.08
MOL:DIDES_JX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIDES_LX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIDES_MX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIINM_JX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIINM_LX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIINM_MX,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:DIREC_AX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:DIREC_BX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_CX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_DX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_EX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_FX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_GX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_JX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_KX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_LX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_MX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:DIREC_NX,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:EFIC_AX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:EFIC_BX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:EFIC_CX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:EFIC_DX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:EFIC_EX,1.0,0.18,,0.18,0.18,0.18,0.18,0.18
MOL:EFIC_FX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:EFIC_GX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:EFIC_JX,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:EFIC_KX,1.0,2.03,,2.03,2.03,2.03,2.03,2.03
MOL:EFIC_LX,1.0,3.46,,3.46,3.46,3.46,3.46,3.46
MOL:EFIC_MX,1.0,0.75,,0.75,0.75,0.75,0.75,0.75
MOL:EFIC_NX,1.0,2.09,,2.09,2.09,2.09,2.09,2.09
mol:es_ca76a,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76b,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76c,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76d,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76e,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76f,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76g,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76j,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76k,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76l,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76m,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
mol:es_ca76n,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FC652915,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FC652916,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66A,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66B,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66C,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66D,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66E,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:FFIC66F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66G,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:FFIC66J,1.0,0.06,,0.06,0.06,0.06,0.06,0.06
MOL:FFIC66K,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66L,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66M,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FFIC66N,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FIC65A,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65A.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65A.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65B,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65B.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65B.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65C,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65C.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65C.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65D,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65D.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65D.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65E,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65E.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65E.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65F,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65F.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65F.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65G,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65G.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65G.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65J,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65J.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65J.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65K,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65K.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65K.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65L,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65L.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65L.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65M,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65M.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65M.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65N,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65N.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC65N.SP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC66F,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
MOL:FIC70AA,1.0,7.7,,7.7,7.7,7.7,7.7,7.7
MOL:FIC70AA.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70BB,1.0,0.12,,0.12,0.12,0.12,0.12,0.12
MOL:FIC70BB.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70CC,1.0,0.15,,0.15,0.15,0.15,0.15,0.15
MOL:FIC70CC.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70DD,1.0,0.12,,0.12,0.12,0.12,0.12,0.12
MOL:FIC70DD.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70EE,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70EE.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
MOL:FIC70FF,1.0,0.09,,0.09,0.09,0.09,0.09,0.09
MOL:FIC70FF.OP,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
